title,titleExt.es,titleExt.pt,languages.English,languages.Japanese,languages.Portuguese (Brazil),languages.Spanish (Latin Am),"languages.Chinese (Mandarin, PRC)",synopsis.long,synopsis.short,synopsis.medium,synopsisExt.en.long,synopsisExt.en.medium,synopsisExt.en.short,synopsisExt.es.long,synopsisExt.es.medium,synopsisExt.es.short,synopsisExt.pt.long,synopsisExt.pt.medium,synopsisExt.pt.short,synopsisExt.ru.long,synopsisExt.ru.medium,synopsisExt.ru.short,synopsisExt.fr.long,synopsisExt.fr.medium,synopsisExt.fr.short,synopsisExt.de.long,synopsisExt.de.medium,synopsisExt.de.short,maturity.bra,maturity.ca,maturity.irl,maturity.mex,maturity.usa,maturity.chl,maturity.per,maturity.col,maturity.aus,maturity.nzl,genres,studios,showUrl,showSlug,productionYear,releaseYear,quality,ratingUsTvMpaa,ratingPairs,venueId,versions,videoTypes,relevancy,description,id,type
Toradora!,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Romance"",""Comedy"",""Drama""]","[""NIS America""]",/shows/toradora/,toradora,2008,2008,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1085444,"[""Uncut""]","[""episode""]",1,"Cursed with his father’s threatening face, Ryuji Takasu is madly in love with Minorin, the one girl who doesn’t flee from him in terror. Taiga Aisaka, a notorious hothead and Minorin’s best friend, has a crush on Ryuji’s closest friend. The unlikely duo agree to help each other steal the hearts of the ones they care about—but perhaps true love is closer to them than they think.",TOR,Show
Touken Ranbu: Hanamaru,Touken Ranbu: Hanamaru,Touken Ranbu: Hanamaru,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,"[""Action/Adventure"",""Comedy"",""Slice of Life""]","[""Toho Co Ltd""]",/shows/touken-ranbu-hanamaru/,touken-ranbu-hanamaru,2016,2016,"{""quality"":""HD"",""height"":1080}",TVPG,"[""TV-US|TV-PG"",""CBSC|PG"",""zw-movies|PG"",""RTE|Ch"",""OFLC|PG"",""FVLB|PG"",""RTC|B"",""CRRBR|A12""]",183086,"[""Simulcast"",""Uncut""]","[""episode""]",1,"In the year 2205, the past is threatened by the historical revisionists who seek to change it. Protecting history becomes the task of a boisterous band of swords that are brought to life, including the glamorous Kashuu Kiyomitsu and the kindly Yamatonokami Yasusada. Beyond their battles, these legendary swords from different eras lead charming daily lives.",TRH,Show
Tower of Druaga,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""GDH GONZO DIGIMATION""]",/shows/tower-of-druaga/,tower-of-druaga,2008,2008,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",79740,"[""Uncut""]","[""episode"",""special""]",1,"Scaling the Tower of Druaga is no game. Infested with slimes and dragons, very few reach the top to face Druaga, the demon protecting the treasured Blue Crystal Rod. It is a campaign undertaken by only the bravest swordsmen and wisest sorcerers—and Jil. A young, inexperienced Guardian, Jil raises his shield to play the role of hero, battling his way up to the level where Druaga waits.",TOD,Show
Tribe Nine,Tribe Nine,Tribe Nine,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""Bandai""]",/shows/tribe-nine/,tribe-nine,2022,2022,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4034067,"[""Simulcast""]","[""episode""]",1,"In Neo Tokyo, disillusioned youth form tribes that battle each other in an intense game called Extreme Baseball. One night, two kids – Haru Shirogane and Taiga – meet the strongest XB Player Shun Kamiya. Haru and Taiga join Shun's group, the Minato Tribe, to play this cutthroat game against a mysterious man who has begun taking control of all the tribes. Can they defeat him before it’s too late?",TRN,Show
Trickster,,Trickster,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,Sí,-,-,-,-,-,-,-,-,-,false,,,,,,,,false,false,"[""Action/Adventure"",""Psychological""]","[""Sumitomo""]",/shows/trickster/,trickster,2016,2016,"{""quality"":""HD"",""height"":1080}",,"[""CRRBR|A14"",""OFLC|M"",""FVLB|M""]",183065,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Based on the works by Ranpo Edogawa comes a new mystery thriller. Kensuke Hanasaki meets a mysterious boy named Yoshio Kobayashi who, due to an unexplained fog, cannot die though he wishes for death. Intrigued by this boy, Kensuke invites him to join the Boys’ Detective Team and help with their work around the city. But danger awaits, and their fate will lead them down a dark path.",TKS,Show
Trigun,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""FlyingDog Inc.""]",/shows/trigun/,trigun,1998,1998,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",31635,"[""Uncut""]","[""episode"",""movie""]",1,"Vash the Stampede is a wanted gunslinger with a habit of turning entire towns into rubble. His path of destruction reaches across the wastelands of a desert planet. Oddly enough, for such an infamous outlaw, there’s no proof he’s ever taken a life. In fact, he’s a pacifist who’s more doofus than desperado. There’s definitely a whole lot more to Vash than his reputation lets on.",TRG,Show
Trinity Blood,Trinity Blood,Trinity Blood,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Horror"",""Action/Adventure""]","[""GDH GONZO DIGIMATION""]",/shows/trinity-blood/,trinity-blood,2005,2005,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",84919,"[""Uncut""]","[""episode""]",1,"Centuries ago, Armageddon cast darkness across the world. From that darkness, the vampires emerged. Now humans and vampires tremble on the brink of war, and Abel Nightroad, a Vatican priest and agent of AX, protects the fragile equilibrium between the two races. Neither human nor vampire, he is strong in his endeavors for the sake of the world, seeking a safe path for all.",TRI,Show
Tsubasa RESERVoir CHRoNiCLE,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Romance"",""Action/Adventure""]","[""NHK Enterprises Inc.""]",/shows/tsubasa-reservoir-chronicle/,tsubasa-reservoir-chronicle,2005,2005,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",87009,"[""Uncut""]","[""ova""]",1,"On an epic quest across dimensions and time, Syaoran fights to save the soul of his fated love, the princess Sakura. The feathery shards of her shattered memory drift across the universe, floating down on strange lands. With the warrior Kurogane and the wizard Fai, Syaoran gathers the scattered essence of his Sakura’s soul. The journey is one of peril, mystery, and endless possibilities.",TSU,Show
Tsugumomo,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Hakuhodo DY""]",/shows/tsugumomo/,tsugumomo,2017,2017,"{""quality"":""HD"",""height"":1080}",,[],370288,"[""Uncut"",""Simulcast""]","[""episode""]",1,"One day Kagami Kazuya, an ordinary boy, encounters Kiriha, a beautiful girl in a kimono. It turns out Kiriha is a tsukumogami, a spirit, whose true identity is the precious obi Kazuya carries around as a memory of his late mother. All kinds of bizarre things unfold in this supernatural action comedy!",TSG,Show
Tsukigakirei,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Romance"",""Slice of Life"",""Drama""]","[""Flying Dog""]",/shows/tsukigakirei/,tsukigakirei,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",371622,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Falling in love is a complicated matter, especially for third-year middle schoolers Kotarou Azumi and Akane Mizuno, who couldn’t be more different. While Kotarou spends most of his time immersed in books, Akane trains daily with the track team. After pairing up for a school assignment, a web of complex situations makes their blossoming feelings almost impossible to navigate.",TKK,Show
Tsukimonogatari,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,,,"[""Fan Service"",""Psychological"",""Romance""]","[""Aniplex""]",/shows/tsukimonogatari/,tsukimonogatari,2014,2014,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA""]",1091690,"[""Uncut""]","[""episode""]",1,"One day in February, Koyomi Araragi was taking a bath after finishing his studies for the college entrance exam. It was following the incident involving Nadeko Sengoku. He noticed a change on his body that could not be overlooked, so he sought advice from Shinobu, leading him to then contact Yozuru Kagenui and Yotsugi Ononoki. Is this change signifying retribution for everything that he has done?",TMG,Show
Tsuredure Children,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Romance"",""Comedy"",""Slice of Life""]","[""d-rights, Inc.""]",/shows/tsuredure-children/,tsuredure-children,2017,2017,"{""quality"":""HD"",""height"":1080}",,[],502911,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Short and charming comedic vignettes offer a quick glimpse into the unique and funny situations, misunderstandings, and all around confusion that can happen in a high school romance. For starters, there’s a story about a delinquent girl and the student council president, and one about a stoic boy confused about an emotional girl. Relive the charm of high school romance!",TDC,Show
Twin Star Exorcists,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy"",""Romance""]","[""TV Tokyo""]",/shows/twin-star-exorcists/,twin-star-exorcists,2016,2016,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",560754,"[""Uncut""]","[""episode""]",1,"He vows to never use his powers—she wants revenge for her family. But when a prophecy states that 14-year-olds Rokuro and Benio will be the parents of the child destined to save the world, things don’t go as planned. Only their combined powers can defeat the invasion of monsters from another realm. Which means that before these two can have a baby, they’ll have to raise a little hell.",TSE,Show
UFO Ultramaiden Valkyrie,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,false,false,"[""Comedy"",""Fan Service""]","[""Toshiba Entertainment""]",/shows/ufo-ultramaiden-valkyrie/,ufo-ultramaiden-valkyrie,2002,2002,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|M"",""FVLB|M""]",34443,"[""Uncut""]","[""ova""]",1,"Scrape your jaw off the bathhouse floor and get an eyeful of the wildest maidens this side of Valhalla! Watch your favorite girls wiggling and jiggling in and out of outfits so revealing they may as well wear nothing. Except glasses! Because Princess Pharm’s in town, and she’s cruising the local high school looking for chicks that can pull off the bookish and busty look.",UFO,Show
URAHARA,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Comedy"",""Fantasy"",""Sci Fi""]","[""CR KK""]",/shows/urahara/,urahara,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",526160,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Japan’s fashion hotspot, Harajuku, is known for having some unusual visitors—but culture-thieving aliens from outer space? Well that’s just crossing the line! Banding together, three kawaii high school girls aren’t about to let anyone take away the beloved district where PARK, their new pop-up shop, has just opened for business!",UHA,Show
Uchitama?! Have you seen my Tama?,Uchitama?! ¿Han visto a mi Tama?,Uchitama?! Have you seen my Tama?,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,false,false,"[""Slice of Life"",""Shoujo""]","[""Aniplex""]",/shows/uchitama-have-you-seen-my-tama/,uchitama-have-you-seen-my-tama,2020,2020,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CRRBR|A12"",""CBSC|PG"",""RTE|Ch"",""RTC|B"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|PG"",""FVLB|PG""]",1020444,"[""Simulcast""]","[""episode""]",1,"Somewhere in Japan, there's a flyer on Third Street with a picture of a cat, bearing the words: “Have you seen Tama?” A young boy gazes at the flyer, but he has fluffy ears on his head!? The dogs and cats from Third Street take on a human form and are about to get in some mischief. Uchitama is a brand-new type of heartwarming anime that may even be the new definition of kawaii!?",UCH,Show
Ultimate Otaku Teacher,,,true,true,-,-,-,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Comedy"",""Slice of Life""]","[""YTE""]",/shows/ultimate-otaku-teacher/,ultimate-otaku-teacher,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",49302,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Junichiro Kagami: scientific prodigy, groundbreaking physicist, published author…hopeless otaku. But after his sister forces him to get a job as a high school teacher, his nerd-dom may be an asset.",UOT,Show
Ulysses: Jeanne d'Arc and the Alchemist Knight,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""CR KK""]",/shows/ulysses-jeanne-darc-and-the-alchemist-knight/,ulysses-jeanne-darc-and-the-alchemist-knight,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",599118,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Montmorency is a nobleman devoted to the study of sorcery and alchemy at a royal knight training school in Paris. He’s used to a hectic lifestyle, but his fate, and that of his country, changes completely when France is defeated at the Battle of Agincourt. War leads to the school’s shutdown, and the newly wanted Montmorency flees to a village where he meets a mysterious young woman named Jeanne.",ULJ,Show
Umi Monogatari,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,,,"[""Fantasy"",""Shoujo""]","[""Right Stuf, Inc""]",/shows/umi-monogatari/,umi-monogatari,2009,2009,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14""]",1058899,"[""Uncut""]","[""episode""]",1,"Marin and Urin are sea folk. But one day, a beautiful ring falls from the ""sky,"" the two girls decide to return it to its owner. While the surface world holds amazing wonders, it also hides a great darkness... a darkness that Urin accidentally unleashes. Now it's up to Marin, Urin, and their new friend Kanon to set things right again before that darkness swallows the entire world!",UMI,Show
Unbreakable Machine-Doll,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,,,true,,,,true,false,"[""Fantasy"",""Fan Service""]","[""Media Factory""]",/shows/unbreakable-machine-doll/,unbreakable-machine-doll,2013,2013,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""TV-US|TV-MA"",""OFLC|MA15+"",""FVLB|M""]",39959,"[""Uncut"",""Simulcast""]","[""episode""]",1,"In the mechanized city of Liverpool, a Japanese student and his beautiful female companion enter the most prestigious magic academy in the world—the place all puppeteers dream of going. There, students use automatons and living dolls to fight against each other in the quest to become the world's best puppeteer.",UMD,Show
Utawarerumono,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,true,"[""Fantasy"",""Action/Adventure""]","[""Sojizi Corporation""]",/shows/utawarerumono/,utawarerumono,2006,2006,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|R15""]",76485,"[""Uncut""]","[""episode""]",1,"After mysterious Hakuoro was left for dead, a girl named Eluluu nursed him back to health. He was welcomed into a barren land of strange creatures, where an angry god seeks vengeance and an oppressive government slaughters the innocent. With a bloody war looming on the horizon, will the masked hero liberate the people who saved him and unlock his elusive memories?",UTA,Show
Uzaki-chan Wants to Hang Out!,Uzaki-chan Wants to Hang Out!,Uzaki-chan Wants to Hang Out!,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Comedy"",""Romance"",""Slice of Life""]","[""Kadokawa""]",/shows/uzaki-chan-wants-to-hang-out/,uzaki-chan-wants-to-hang-out,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1119158,"[""Simulcast"",""Uncut""]","[""episode""]",1,"University student Shinichi Sakurai is comfortable being an introverted loner and doesn’t care what others think. Buxom underclassmen Hana Uzaki doesn’t understand this one bit. A tornado of joy, she’s taken it upon herself to make him more social. Starting to enjoy her company, he’d concede that they’re friends. Can it be possible to have as much fun with another person as he would by himself?",UWH,Show
VISUAL PRISON,VISUAL PRISON,VISUAL PRISON,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Drama"",""Fantasy""]","[""Aniplex""]",/shows/visual-prison/,visual-prison,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",2773374,"[""Simulcast""]","[""episode""]",1,"Beautiful immortals have gathered in Harajuku to compete for a grand prize: Immense power! For years now the artists behind worldly culture and music have secretly been vampires, including those who produce Visual Kei. Now, they perform their most beautiful songs in the hallowed grounds of the Prison under the Scarlet Moon.",VPN,Show
Valkyrie Drive -Mermaid-,Valkyrie Drive Mermaid,Valkyrie Drive -Mermaid-,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,true,,false,true,false,false,false,true,,"[""Fan Service"",""Action/Adventure""]","[""Kadokawa Pictures""]",/shows/valkyrie-drive-mermaid-/,valkyrie-drive-mermaid-,2015,2015,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""TV-US|TV-MA"",""CRRBR|A16"",""RTC|C"",""OFLC|R18+"",""FVLB|R18+""]",80258,"[""Uncut"",""Simulcast""]","[""episode""]",1,"After adorable “mermaid” Mamori is transferred to one of five artificial islands, she’s cornered, attacked and eventually saved by another beautiful transfer named Mirei. Unfortunately, even after the girl intervenes, Mamori’s attackers refuse to let up. Just when they think all hope is lost, Mirei and Mamori share a passionate kiss that turns the little “mermaid” into a powerful sword.",VDM,Show
