title,titleExt.es,titleExt.pt,languages.English,languages.Japanese,languages.Portuguese (Brazil),languages.Spanish (Latin Am),"languages.Chinese (Mandarin, PRC)",synopsis.long,synopsis.short,synopsis.medium,synopsisExt.en.long,synopsisExt.en.medium,synopsisExt.en.short,synopsisExt.es.long,synopsisExt.es.medium,synopsisExt.es.short,synopsisExt.pt.long,synopsisExt.pt.medium,synopsisExt.pt.short,synopsisExt.ru.long,synopsisExt.ru.medium,synopsisExt.ru.short,synopsisExt.fr.long,synopsisExt.fr.medium,synopsisExt.fr.short,synopsisExt.de.long,synopsisExt.de.medium,synopsisExt.de.short,maturity.bra,maturity.ca,maturity.irl,maturity.mex,maturity.usa,maturity.chl,maturity.per,maturity.col,maturity.aus,maturity.nzl,genres,studios,showUrl,showSlug,productionYear,releaseYear,quality,ratingUsTvMpaa,ratingPairs,venueId,versions,videoTypes,relevancy,description,id,type
Kamisama Kiss,Kamisama Kiss,Kamisama Kiss,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,false,"[""Comedy"",""Fantasy""]","[""TMS Entertainment""]",/shows/kamisama-kiss/,kamisama-kiss,2012,2012,"{""quality"":""HD"",""height"":1080}",TVPG,"[""TV-US|TV-PG"",""CBSC|PG"",""zw-movies|PG"",""RTE|Ch"",""OFLC|M"",""FVLB|M"",""RTC|B"",""CRRBR|A12""]",31360,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Nanami is a poor homeless high school girl until she accepts an offer to live at an old shrine - making her the new local god! After an awkward introduction, the handsome and hard-shelled fox spirit Tomoe reluctantly vows to protect her as her familiar. As Nanami learns the ins and outs of godhood, she meets more spirits along the way—including a cute snake god and a sexy crow demon!  ",KSK,Show
KanColle - Kantai Collection,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Crunchyroll""]",/shows/kancolle-kantai-collection/,kancolle-kantai-collection,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",350347,"[""Uncut""]","[""episode""]",1,"Fubuki is a Special Type Destroyer who has just been assigned to the Naval District. With a grand total of zero battles under her belt, she’s sure to sink fast under the pressure of expectation. Luckily, she’s grouped with Torpedo Squadron Three, and they’re ready to support their new comrade. Together, they’ll prove they have what it takes to defend the ocean and win it all for humanity!",KNC,Show
Kanon,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Drama"",""Romance""]","[""Tokyo Broadcasting""]",/shows/kanon/,kanon,2002,2002,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|GA"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|M"",""FVLB|M""]",37137,"[""Uncut""]","[""episode""]",1,"Yuichi visits his cousin for the first time in years and discovers a haunting fact:  he has no recollection of any previous visits. The pieces of the puzzle that might explain the gaps in his memory begin to appear—a beauty with blazing tresses; a girl with the winged backpack; a sword-wielding demon slayer. Now, Yuichi must put his missing past together in the vaguely familiar present.",KAN,Show
Karneval,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""Bandai Visual Company""]",/shows/karneval/,karneval,2013,2013,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",32386,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Armed with only an abandoned bracelet as a clue, Nai searches for a missing loved one. After a run-in with a pick-pocket named Gareki, the two find themselves snagged in a government set-up that leaves them both wanted criminals. Desperate and on the run, Nai and Gareki turn to the country’s most powerful defense organization—“Circus”—for help.",KAR,Show
Katana Maidens ~ Toji No Miko,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Fantasy""]","[""CR KK""]",/shows/katana-maidens-toji-no-miko/,katana-maidens-toji-no-miko,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",542439,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Protecting the world from supernatural beings has been the task of shrine maidens for centuries. Now, under special authorization of the government, these uniform-wearing, sword-wielding girls spend their days honing their skills at five special schools throughout the country. Among the many who attend, only the strongest can become champions at the annual tournament!",KTM,Show
Katsugeki TOUKEN RANBU,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,true,,"[""Action/Adventure"",""Comedy""]","[""Aniplex""]",/shows/katsugeki-touken-ranbu/,katsugeki-touken-ranbu,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|MA15+"",""FVLB|R13""]",1094180,"[""Uncut""]","[""episode""]",1,"In 1863 Japan, pro-and anti-shogunate factions clash as the era of swords comes to a close. Manifesting as Sword Warriors, Horikawa Kunihiro and Izuminokami Kanesada awaken to protect the world from the Time Retrograde Army—soldiers sent to alter history. Banding together with other warriors, they devote themselves to defeating this future army. The fate of history lies in these heroes’h ands.",KTR,Show
Kaze No Stigma,Kaze No Stigma,Kaze No Stigma,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,,false,false,false,false,false,,,"[""Action/Adventure"",""Fantasy""]","[""GDH GONZO DIGIMATION""]",/shows/kaze-no-stigma/,kaze-no-stigma,2007,2007,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""RTC|B15"",""CRRBR|A14""]",37123,"[""Uncut""]","[""episode""]",1,"Kazuma is a descendent of an ancient clan skilled in the magic of fire, but the gift seems to have skipped a generation. Defeated by his female cousin, Ayano, in a battle to become the clan’s successor, Kazuma is exiled with only the burn of failure to keep him company. But now he’s back, armed with a powerful new mojo that’s sure to fan the flames of the family rivalry.",KAZ,Show
Keijo!!!!!!!!,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Comedy"",""Fan Service""]","[""Crunchyroll""]",/shows/keijo/,keijo,2016,2016,"{""quality"":""HD"",""height"":1080}",,[],168985,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Welcome to the boob-smashing, booty-battling world of Keijo, where girls take on girls with nothing more than their bounciest assets. Former gymnast Nozomi Kaminashi can’t wait to bring home the big bucks, because in this competitive sport where girls knock each other off floating platforms, winners get paid and losers get soaked!",KJO,Show
Kemono Jihen,Kemono Jihen,Kemono Jihen,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Shounen""]","[""Bandia Namco Arts""]",/shows/kemono-jihen/,kemono-jihen,2021,2021,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1320565,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Special detective Kohachi Inugami is sent to investigate a grisly phenomenon involving animal corpses near a remote mountain village. But after meeting a strange boy who agrees to help, he discovers cursed supernatural forces at work. Little by little, Inugami uncovers the truth behind the killings and the boy who may not even be human.",KJN,Show
Kemono Michi: Rise Up,Kemono Michi: Rise Up,Kemono Michi: Rise Up,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,false,false,false,false,false,,,,,,"[""Comedy"",""Fantasy"",""Shounen""]","[""Kadokawa""]",/shows/kemono-michi-rise-up/,kemono-michi-rise-up,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",959522,"[""Uncut"",""Simulcast""]","[""episode""]",1,"3,2,1...RUMBLE! Genzo, Japan's number one animal-loving pro-wrestler, gets transported to another world where magical beasts run rampant. In order to save the kingdom, the princess asks him to rid the world of the beasts, but he refuses and wants to save them instead! Genzo opens a pet shop for his new beast friends, but he gets too attached to them and is unable to sell them which leads to constant financial problems for his new shop! Join Genzo and his cute demi-human employees as they find loving homes for the many beasts of the kingdom!",KRU,Show
KenIchi: The Mightiest Disciple,KenIchi: The Mightiest Disciple,KenIchi: The Mightiest Disciple,true,true,-,-,-,-,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Comedy"",""Fan Service"",""Shounen""]","[""TMS Entertainment""]",/shows/kenichi-the-mightiest-disciple/,kenichi-the-mightiest-disciple,2006,2006,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",37822,"[""Uncut""]","[""episode""]",1,Kenichi seems destined to be bullied foreverâuntil he meets butt-kicking cutie Miu and the six martial arts master she lives with! The warriors take Kenichi as their disciple and give him a chance to change his fortunes.,KEN,Show
Kenka Bancho Otome -Girl Beats Boys-,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Comedy"",""Shoujo""]","[""Emon""]",/shows/kenka-bancho-otome-girl-beats-boys-/,kenka-bancho-otome-girl-beats-boys-,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",369502,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Only the toughest of dudes can rise through the ranks at Shishiku Academy, an all-boys school for delinquents. That is, until Hinakoâa girlâfinds out that sheâs from a powerful yakuza family and must attend the school disguised as her twin brother! But as she climbs the ranks to rule the school, will the path be filled with broken bonesâ¦or broken hearts?",KBO,Show
Kiddy Girl-AND,Kiddy Girl-AND,Kiddy Girl-AND,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,,,false,,false,false,false,false,false,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Kadokawa Pictures""]",/shows/kiddy-girl-and/,kiddy-girl-and,2009,2009,"{""quality"":""HD"",""height"":1080}",,"[""CRRBR|A14"",""RTC|B15"",""OFLC|M"",""FVLB|M""]",511984,"[""Uncut""]","[""episode""]",1,"ES Force members Éclair and Lumière of the original Kiddy Grade series once rescued the galaxy from destruction's doorstep. Twenty-five years later, the ES Force continues as the galaxy’s primary law enforcers. Two new heroines, Ascoeur and Q-feuille, work as waitresses in the headquarters of the galactic government while they complete training to become full-fledged members of the ES Force.",KGA,Show
Kiddy Grade,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""GDH GONZO DIGIMATION""]",/shows/kiddy-grade/,kiddy-grade,2002,2002,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",29031,"[""Uncut""]","[""episode""]",1,"After the birth of the Global Union, the G.O.T.T. was formed to settle any disputes that arose between member planets. ES Force members Éclair and Lumiere—as lovely as they are tough—are on the front line, pursuing all manner of criminals and bringing them to justice.",KDG,Show
Kill la Kill,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,true,,"[""Action/Adventure"",""Comedy"",""Fan Service""]","[""Aniplex""]",/shows/kill-la-kill/,kill-la-kill,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|R18+"",""FVLB|R18""]",1091646,"[""Uncut""]","[""episode""]",1,"Ryuko Matoi’s search for the “woman with the Scissor Blade” leads her to Honnouji Academy, where students have superhuman powers given by special Goku uniforms. Ruling with unquestioned power is student body president Satsuki Kiryuin, who holds the secret to the Scissor Blade. Ryuko confronts Satsuki, but is their encounter coincidence or fate? Their clash will soon consume the whole academy!",KLK,Show
"Kimba, the White Lion",,,true,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,false,false,"[""Action/Adventure""]","[""Right Stuf, Inc""]",/shows/kimba-the-white-lion/,kimba-the-white-lion,1965,1965,"{""quality"":""HD"",""height"":1080}",TVG,"[""TV-US|TV-G"",""OFLC|G"",""FVLB|G""]",1037597,"[""Uncut""]","[""episode""]",1,"Join Kimba along with his pals Pauly the Parrot, Daniel Baboon, and a charming assortment of other loveable characters, as he follows in the footsteps of his late father, the great lion king, making the jungle a safer, better place for everyone to live.",KIM,Show
Kimi ni Todoke -From Me to You-,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Romance"",""Comedy"",""Slice of Life""]","[""NIS America Inc""]",/shows/kimi-ni-todoke-from-me-to-you-/,kimi-ni-todoke-from-me-to-you-,2009,2009,"{""quality"":""HD"",""height"":1080}",TVG,"[""NCS|G"",""OFLC|G"",""TV-US|TV-G"",""CBSC|G"",""zw-movies|12"",""RTE|GA""]",1407046,"[""Uncut""]","[""episode""]",1,"Sawako Kuronuma has had a difficult time fitting in. Some say it’s her jet black hair, while others claim it is due to her name’s similarity to a popular Japanese horror series. ",FMY,Show
King of Thorn,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,,,true,,,,false,false,"[""Action/Adventure"",""Psychological""]","[""Sunrise Inc.""]",/shows/king-of-thorn/,king-of-thorn,2009,2009,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""TV-US|TV-MA"",""OFLC|M"",""FVLB|M""]",98361,"[""Uncut""]","[""movie""]",1,"Panic spreads worldwide as the Medousa Virus threatens to wipe out the human race. Kasumi is one of 160 people chosen to be cryogenically frozen while a cure is found. When she awakens to find the facility overrun with thorny vines and ravenous monsters, Kasumi and six others struggle to survive this labyrinthine nightmare. If they survive, how long do they have to live?",KNG,Show
King's Game,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,true,"[""Horror"",""Drama"",""Psychological""]","[""Kadokawa""]",/shows/kings-game/,kings-game,2017,2017,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP16""]",526166,"[""Simulcast"",""Uncut""]","[""episode""]",1,"One night, all 32 members of a high school class receive a text message on their cell phone. It welcomes them to a game where they are given specific tasks to carry out in a 24-hour period. The tasks seem simple at first, but soon the tasks go beyond what the kids are comfortable with. Furthermore, they learn that the cost of failure is death. Will they be able to find a way out before more die?",KIG,Show
Kingdom,Kingdom,Kingdom,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,Sí,Sí,Sí,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy""]","[""Pierrot Co., LTD""]",/shows/kingdom/,kingdom,2012,2012,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",31322,"[""Uncut"",""Simulcast""]","[""episode""]",1,"A nameless boy and a young king have grown up in a nation plagued by war. The boy, Xin, has countlessly proven himself on the battlefield, and although initially starting on bad terms, he and the young king, Zheng, have become comrades. Zheng wishes to bring all the warring states under Qin, while Xin climbs the ranks to become a Great General. Both of their ambitions will change history forever.",KIN,Show
Kingdom The Movie,,,true,true,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,,,"[""Action/Adventure"",""Fantasy""]",[],/shows/kingdom-the-movie/,kingdom-the-movie,2019,2019,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",1033191,"[""Uncut""]","[""movie""]",1,-,KLA,Show
Kino's Journey -the Beautiful World- the Animated Series,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Slice of Life"",""Psychological""]","[""CR KK""]",/shows/kinos-journey-the-beautiful-world-the-animated-series/,kinos-journey-the-beautiful-world-the-animated-series,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",524713,"[""Simulcast"",""Uncut""]","[""episode""]",1,"In an imperfect world, the stories make it beautiful. Meet Kino, a traveler exploring beyond the boundaries into unknown mystical places! With only a gun and the talking motorcycle Hermes, Kino learns about unique people and their customs through the fascinating stories they weave. But to see everything, they can only spare three days in each land before moving on to the next adventure.",KNJ,Show
"Kiss Him, Not Me",,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Comedy"",""Romance"",""Slice of Life""]","[""Crunchyroll""]",/shows/kiss-him-not-me/,kiss-him-not-me,2016,2016,"{""quality"":""HD"",""height"":1080}",,[],186321,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Kae Serinuma believes one thing—princes belong together! As an avid boy’s love fan, she loves nothing more than fantasizing about faux relationships between the boys at her school. But when she loses weight due to the stress of her favorite anime character dying suddenly the boys want…her?! From pretty average to prettiest girl, Kae just wants these boys to date each other, not her!",KIS,Show
Knight's & Magic,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,Sí,Sí,Sí,-,-,-,,false,false,,false,,,,,,"[""Sci Fi"",""Action/Adventure"",""Fantasy""]","[""Hakuhodo DY""]",/shows/knights-magic/,knights-magic,2017,2017,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",498826,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Ernesti, a talented programmer and mecha fan in his previous life, is reincarnated into a fantasy world where humanoid weapons exist. Since he still has all his memories and interests from his previous life, he aims to become the pilot of one of these weapons. Together with his friends, he sets out to make it happen. It’s a mecha otaku’s dream come true!",KNM,Show
Knights of Sidonia,Knights of Sidonia,Knights of Sidonia,true,true,-,true,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Drama"",""Sci Fi""]","[""King Records""]",/shows/knights-of-sidonia/,knights-of-sidonia,2014,2014,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1472963,"[""Uncut""]","[""episode""]",1,"A thousand years after the alien Gauna destroyed the Earth, a small remnant of humanity still fights on to survive, fleeing on the gargantuan asteroid-based spaceship Sidonia.",KOS,Show
Kochoki,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Drama"",""Fantasy""]","[""Happinet""]",/shows/kochoki/,kochoki,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",917501,"[""Simulcast"",""Uncut""]","[""episode""]",1,"The fearsome warlord, the demonic king—Oda Nobunaga! Before he was trying to rule over Japan, he was a teenager who began his path to greatness with his younger brother and faithful followers. Through succession, betrayal, battles, and bonds between one another, the struggles these boys face promise a future where they can blossom into powerful men.",KOC,Show
Kono Oto Tomare!: Sounds of Life,Kono Oto Tomare!: Sounds of Life,Kono Oto Tomare!: Sounds of Life,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Drama"",""Slice of Life"",""Shounen"",""Romance""]","[""King Records""]",/shows/kono-oto-tomare-sounds-of-life/,kono-oto-tomare-sounds-of-life,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",847321,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Down to its last member, the koto club will accept anyone who is interested in the traditional Japanese instrument. But when a delinquent and a prodigy player sign up, finding harmony isn’t going to be easy—especially not with ensemble competitions looming around the corner. With enough time and some incredible skill at the strings, perhaps this motley crew can strike a chord with the judges.",KOT,Show
Koro Sensei Quest!,Koro Sensei Quest!,Koro Sensei Quest!,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,,,false,,false,false,false,false,false,"[""Action/Adventure"",""Comedy"",""Slice of Life""]","[""Fuji Creative""]",/shows/koro-sensei-quest/,koro-sensei-quest,2016,2016,"{""quality"":""HD"",""height"":1080}",,"[""RTC|B15"",""CRRBR|A14"",""OFLC|M"",""FVLB|M""]",257797,"[""Simulcast"",""Uncut""]","[""episode""]",1,"Get ready for a strange but fun-filled adventure with your favorite group of assassins. The killer class is back but this time they’ve got…magic?! In this brand new spin-off series, follow the chibis of Class 3-E as they learn swordsmanship and sorcery at Kunugigaoka Magic School. Their mission? Defeat the evil Demon King Koro Sensei and face the trials and perils of their magical school!",KSQ,Show
Koyomimonogatari,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,true,true,false,true,false,false,false,,,"[""Psychological"",""Romance"",""Fan Service""]","[""Aniplex""]",/shows/koyomimonogatari/,koyomimonogatari,2016,2016,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CRRBR|A16"",""CBSC|18"",""RTE|MA"",""RTC|C"",""TV-US|TV-MA"",""zw-movies|18""]",1091809,"[""Uncut""]","[""episode""]",1,"Whether it’s studying stone shrines, exploring rumors, or playing a simple game of hide and seek, Koyomi Araragi is lending a hand to his friends with some of their tasks. In these untold tales, Koyomi and the girls in his cohort savor the quieter moments before their next apparition-related issue arrives. Witness the missing events in this essential prelude to his last chapter.",KYG,Show
Kuma Kuma Kuma Bear,Kuma Kuma Kuma Bear,Kuma Kuma Kuma Bear,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Comedy"",""Fantasy"",""Slice of Life""]","[""Kadokawa""]",/shows/kuma-kuma-kuma-bear/,kuma-kuma-kuma-bear,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1176414,"[""Uncut"",""Simulcast""]","[""episode""]",1,"Yuna's not your typical 15-year-old. First, she's crazy rich from playing the stock market. Second, she's a recluse obsessed with a VRMMO game, and she's really good at that too. Her life is pretty much perfect—until she wakes up one day inside the game she loves and back at level one. She has to start over, but this time, she has a powerful bear suit that's guaranteed to take her places!",KUM,Show
Kumamiko -Girl Meets Bear,Kumamiko - Girl meets Bear,Kumamiko -Girl meets Bear,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,,,false,,false,false,false,false,false,"[""Comedy"",""Slice of Life""]","[""Kadokawa Pictures""]",/shows/kumamiko-girl-meets-bear/,kumamiko-girl-meets-bear,2016,2016,"{""quality"":""HD"",""height"":1080}",,"[""CRRBR|A12"",""RTC|B"",""OFLC|M"",""FVLB|M""]",124408,"[""Uncut"",""Simulcast""]","[""episode""]",1,"What does a bear know about life in the big city? For Machi Amayadori’s sake, hopefully a lot! The young shrine maiden has spent her whole life in the rural mountains with Natsu, her talking guardian bear. Now, at fourteen, she wants to take a chance and attend high school in the big city. Can Natsu really prepare her for city life? Or will his wacky trials be too much for even Machi to bear?",KMK,Show
Kurau Phantom Memory,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""Media Factory""]",/shows/kurau-phantom-memory/,kurau-phantom-memory,2004,2004,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",37836,"[""Uncut""]","[""episode""]",1,"In a world of mercenary agents, Kurau is a martial arts master and elite thief—but she has a secret. Her body has been fused with a binary alien life form called the Rynax. Every moment Kurau lives is lived twice, one alien sharing her consciousness, the other still waiting to be born. The truth about Kurau has begun to spread, and now the ultimate agent is the ultimate target.",KPM,Show
"LASTEXILE -Fam, the Silver Wing",,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""GDH GONZO DIGIMATION""]",/shows/lastexile-fam-the-silver-wing/,lastexile-fam-the-silver-wing,2011,2011,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",100035,"[""Simulcast"",""Uncut""]","[""episode"",""special""]",1,"Soaring adventure and high-flying heroism fill the skies in a thrilling new chapter of the Last Exile saga! Darting through the clouds atop sleek Vespa Vanships, Fam and her friend Giselle make their living as Sky Pirates. When the girls join forces with a princess who’s trying to save her kingdom from the rampaging Ades Federation, they also undertake the mission of uniting humanity in peace.",LSX,Show
