"title","titleExt.es","titleExt.pt","languages.English","languages.Japanese","languages.Portuguese (Brazil)","languages.Spanish (Latin Am)","languages.Chinese (Mandarin, PRC)","maturity.bra","maturity.ca","maturity.irl","maturity.mex","maturity.usa","maturity.chl","maturity.per","maturity.col","maturity.aus","maturity.nzl","genres","studios","showUrl","showSlug","productionYear","releaseYear","quality","ratingUsTvMpaa","ratingPairs","venueId","versions","videoTypes","relevancy","id","synopsis.long","synopsis.medium","synopsis.short","synopsisExt.de.long","synopsisExt.de.medium","synopsisExt.de.short","synopsisExt.en.long","synopsisExt.en.medium","synopsisExt.en.short","synopsisExt.es.long","synopsisExt.es.medium","synopsisExt.es.short","synopsisExt.fr.long","synopsisExt.fr.medium","synopsisExt.fr.short","synopsisExt.pt.long","synopsisExt.pt.medium","synopsisExt.pt.short","synopsisExt.ru.long","synopsisExt.ru.medium","synopsisExt.ru.short","type"
"Nekopara","","","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Comedy"",""Drama"",""Slice of Life""]","[""Avex""]","/shows/nekopara/","nekopara",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1021292,"[""Uncut"",""Simulcast""]","[""episode""]",1,"NPA","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Show"
"Nichijou - My Ordinary Life","Nichijou - My Ordinary Life","Nichijou - My Ordinary Life","true","true","-","-","-",false,,,false,,false,false,false,false,false,"[""Comedy"",""Slice of Life""]","[""Kadokawa Pictures""]","/shows/nichijou-my-ordinary-life/","nichijou-my-ordinary-life",2011,2011,"{""quality"":""HD"",""height"":1080}",,"[""RTC|B15"",""CRRBR|A14"",""OFLC|M"",""FVLB|M""]",243738,"[""Uncut""]","[""episode""]",1,"NIC","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Ninja Nonsense","","","true","true","-","-","-",,,,,false,,,,false,false,"[""Comedy""]","[""Right Stuf, Inc""]","/shows/ninja-nonsense/","ninja-nonsense",2004,2004,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",1006955,"[""Uncut""]","[""episode""]",1,"NJN","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Nisekoi","Nisekoi","Nisekoi","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Romance"",""Comedy""]","[""Aniplex""]","/shows/nisekoi/","nisekoi",2014,2014,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1103403,"[""Uncut""]","[""episode""]",1,"NIS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Nisemonogatari","","","-","true","-","-","-",false,true,true,false,true,false,false,false,,,"[""Psychological"",""Romance"",""Fan Service""]","[""Aniplex""]","/shows/nisemonogatari/","nisemonogatari",2012,2012,"{""quality"":""HD"",""height"":1080}","TVMA","[""CRRBR|A16"",""CBSC|18"",""RTE|MA"",""RTC|C"",""TV-US|TV-MA"",""zw-movies|18""]",1053571,"[""Uncut""]","[""episode""]",1,"NMG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"No Guns Life","No Guns Life","No Guns Life","true","true","-","-","-",false,false,false,false,,,,,,,"[]","[""Hakuhodo""]","/shows/no-guns-life/","no-guns-life",2019,2019,"{""quality"":""HD"",""height"":1080}",,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS""]",962516,"[""Simulcast"",""Uncut""]","[""episode""]",1,"NGL","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","Show"
"Nobunagun","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""YTV""]","/shows/nobunagun/","nobunagun",2013,2013,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",85381,"[""Uncut"",""Simulcast""]","[""episode""]",1,"NOB","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Noein: To Your Other Self","Noein: To Your Other Self","Noein: To Your Other Self","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi""]","[""Media Factory""]","/shows/noein-to-your-other-self/","noein-to-your-other-self",2005,2005,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",31873,"[""Uncut""]","[""episode""]",1,"NOE","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Noir","","","true","true","-","-","-",,false,,,false,,,,,,"[""Action/Adventure"",""Drama""]","[""FlyingDog Inc.""]","/shows/noir/","noir",2001,2001,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG""]",40059,"[""Uncut""]","[""episode""]",1,"NOR","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Noragami","Noragami","Noragami","true","true","true","true","-",false,false,false,false,false,,,,true,,"[""Action/Adventure"",""Comedy"",""Drama"",""Fantasy""]","[""Shochiku""]","/shows/noragami/","noragami",2014,2014,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""CRRBR|A14"",""RTC|B15"",""OFLC|MA15+"",""FVLB|R13""]",19754,"[""Uncut"",""Simulcast""]","[""episode""]",1,"NRG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"ORESUKI Are you the only one who loves me?","ORESUKI Are you the only one who loves me?","ORESUKI Are you the only one who loves me?","-","true","-","-","-",false,false,false,false,false,,,,,,"[""Romance"",""Comedy"",""Slice of Life""]","[""Aniplex""]","/shows/oresuki-are-you-the-only-one-who-loves-me/","oresuki-are-you-the-only-one-who-loves-me",2019,2019,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",959504,"[""Simulcast""]","[""episode"",""ova""]",1,"OSK","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","-","Sí","Sí","Sí","Sí","Sí","Show"
"Obey Me!","","","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Fantasy"",""Romance"",""Comedy"",""Fan Service""]","[""Sotsu""]","/shows/obey-me/","obey-me",2022,2022,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""DJCTQ|14""]",1689022,"[""Simulcast""]","[""episode""]",1,"OBM","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Occultic;Nine","","","true","true","-","-","-",,false,false,,false,,,,true,false,"[""Sci Fi""]","[""Aniplex""]","/shows/occulticnine/","occulticnine",2016,2016,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|MA15+"",""FVLB|M""]",1091643,"[""Uncut""]","[""episode""]",1,"OC9","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Oh! Edo Rocket","Oh! Edo Rocket","Oh! Edo Rocket","true","true","-","-","-",false,true,,false,true,false,false,false,,,"[""Comedy"",""Sci Fi""]","[""MAD HOUSE, INC.""]","/shows/oh-edo-rocket/","oh-edo-rocket",2007,2007,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""TV-US|TV-MA"",""RTC|C"",""CRRBR|A16""]",38938,"[""Uncut""]","[""episode""]",1,"OED","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Omamori Himari","Omamori Himari","Omamori Himari","-","true","-","-","-",false,true,true,false,true,false,false,false,true,,"[""Action/Adventure"",""Comedy"",""Fan Service""]","[""Kadokawa""]","/shows/omamori-himari/","omamori-himari",2010,2010,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""CRRBR|A16"",""RTC|C"",""OFLC|MA15+"",""FVLB|RP15""]",155607,"[""Uncut""]","[""episode""]",1,"OMH","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"One Piece","","","true","true","-","-","-",,false,,,false,,,,,,"[""Shounen"",""Action/Adventure""]","[""TOEI ANIMATION""]","/shows/one-piece/","one-piece",1999,1999,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14""]",20224,"[""Uncut"",""Simulcast""]","[""episode"",""special"",""movie""]",1,"OPE","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","Sí","Sí","Sí","Show"
"OniAi","","","true","true","-","-","-",,true,,,true,,,,true,,"[""Comedy"",""Fan Service""]","[""Media Factory""]","/shows/oniai/","oniai",2012,2012,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""TV-US|TV-MA"",""OFLC|MA15+"",""FVLB|RP15""]",112808,"[""Uncut"",""Simulcast""]","[""episode""]",1,"ONI","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Orange","","","true","true","-","-","-",,,,,,,,,,,"[""Drama"",""Romance""]","[""TMS Entertainment""]","/shows/orange/","orange",2016,2016,"{""quality"":""HD"",""height"":1080}",,"[]",168926,"[""Uncut"",""Simulcast""]","[""episode""]",1,"ORA","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Oreimo","","","-","true","-","-","-",,false,false,,false,,,,true,,"[""Slice of Life"",""Comedy""]","[""Aniplex""]","/shows/oreimo/","oreimo",2010,2010,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|MA15+"",""FVLB|RP15""]",1103363,"[""Uncut""]","[""episode""]",1,"ORE","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Oreshura","Oreshura","Oreshura","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Slice of Life"",""Comedy"",""Romance""]","[""Aniplex""]","/shows/oreshura/","oreshura",2013,2013,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1161161,"[""Uncut""]","[""episode""]",1,"ORS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Origin: Spirits of the Past","Origin: Spirits of the Past","Origin: Spirits of the Past","true","true","-","-","-",false,false,false,false,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""GDH GONZO DIGIMATION""]","/shows/origin-spirits-of-the-past/","origin-spirits-of-the-past",2006,2006,"{""quality"":""HD"",""height"":1080}","TVPG","[""TV-US|TV-PG"",""CBSC|PG"",""zw-movies|PG"",""RTE|Ch"",""OFLC|PG"",""FVLB|PG"",""RTC|B"",""CRRBR|A12""]",38116,"[""Uncut""]","[""movie""]",1,"ORG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Otherside Picnic","Otherside Picnic","Otherside Picnic","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Drama"",""Fantasy"",""Sci Fi""]","[""Hakuhodo""]","/shows/otherside-picnic/","otherside-picnic",2021,2021,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1315045,"[""Uncut"",""Simulcast""]","[""episode""]",1,"OTP","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Show"
"Our Last Crusade or the Rise of a New World","Our Last Crusade or the Rise of a New World","Our Last Crusade or the Rise of a New World","true","true","true","true","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Fantasy"",""Romance""]","[""Kadokawa""]","/shows/our-last-crusade-or-the-rise-of-a-new-world/","our-last-crusade-or-the-rise-of-a-new-world",2020,2020,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1173233,"[""Simulcast"",""Uncut""]","[""episode""]",1,"OLC","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","Sí","Sí","Sí","Sí","-","-","Sí","Sí","Sí","Sí","Show"
"Our love has always been 10 centimeters apart.","Our love has always been 10 centimeters apart.","Our love has always been 10 centimeters apart.","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Romance"",""Drama"",""Shoujo""]","[""Aniplex""]","/shows/our-love-has-always-been-10-centimeters-apart/","our-love-has-always-been-10-centimeters-apart",2017,2017,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1149529,"[""Uncut""]","[""episode""]",1,"OLV","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Ouran High School Host Club","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Shoujo"",""Romance""]","[""Nippon Television Networks""]","/shows/ouran-high-school-host-club/","ouran-high-school-host-club",2006,2006,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",39643,"[""Uncut""]","[""episode""]",1,"OUR","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Outlaw Star","","","true","true","-","-","-",,false,false,,false,,,,,,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""Sunrise Inc.""]","/shows/outlaw-star/","outlaw-star",1998,1998,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",349945,"[""Uncut""]","[""episode""]",1,"OUT","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Overlord","Overlord","Overlord","true","true","true","true","-",true,true,true,false,true,,,,true,,"[""Action/Adventure"",""Fantasy""]","[""Kadokawa""]","/shows/overlord/","overlord",2015,2015,"{""quality"":""HD"",""height"":1080}","TVMA","[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A18""]",103522,"[""Simulcast"",""Uncut""]","[""episode"",""movie""]",1,"OVE","-","Sí","Sí","-","-","-","-","Sí","Sí","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","Show"
"Owarimonogatari","Owarimonogatari","Owarimonogatari","-","true","-","-","-",,true,true,,true,,,,,,"[""Fan Service"",""Psychological"",""Romance""]","[""Aniplex""]","/shows/owarimonogatari/","owarimonogatari",2015,2015,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",1052393,"[""Uncut""]","[""episode""]",1,"OWA","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","Show"
"PERSONA5 the Animation","PERSONA5 the Animation","PERSONA5 the Animation","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Psychological"",""Fantasy""]","[""Aniplex""]","/shows/persona5-the-animation/","persona5-the-animation",2017,2017,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1139173,"[""Uncut""]","[""episode"",""special""]",1,"PA5","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"PSYCHO-PASS","","","true","true","-","-","-",,true,true,,true,,,,true,,"[""Drama"",""Sci Fi""]","[""Fuji Creative""]","/shows/psycho-pass/","psycho-pass",2012,2012,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP15""]",29962,"[""Simulcast"",""Uncut""]","[""episode"",""special"",""movie""]",1,"PSY","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"PUCHIM@S","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Comedy"",""Slice of Life""]","[""Media Factory""]","/shows/puchims/","puchims",2013,2013,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",85960,"[""Uncut"",""Simulcast""]","[""episode"",""special""]",1,"PUC","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Pandora in the Crimson Shell Ghost Urn","Pandora in the Crimson Shell Ghost Urn","Pandora in the Crimson Shell: Ghost Urn","true","true","-","-","-",false,false,false,false,false,,,,true,,"[""Action/Adventure"",""Sci Fi""]","[""Kadokawa Pictures""]","/shows/pandora-in-the-crimson-shell-ghost-urn/","pandora-in-the-crimson-shell-ghost-urn",2016,2016,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""RTE|Ch"",""TV-US|TV-PG"",""zw-movies|PG"",""RTC|C"",""CRRBR|A16"",""OFLC|MA15+"",""FVLB|RP15""]",92028,"[""Uncut"",""Simulcast""]","[""episode""]",1,"PGS","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"PandoraHearts","","","-","true","-","-","-",,false,false,,false,,,,false,false,"[""Action/Adventure""]","[""NIS America Inc""]","/shows/pandorahearts/","pandorahearts",2009,2009,"{""quality"":""HD"",""height"":1080}","TV14","[""NCS|M"",""OFLC|M"",""TV-US|TV-14"",""CBSC|14"",""zw-movies|15"",""RTE|PS""]",1407216,"[""Uncut""]","[""episode""]",1,"PDH","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Pani Poni Dash!","","","true","-","-","-","-",,false,,,false,,,,,,"[""Comedy"",""Slice of Life""]","[""King Record, Co. LTD.""]","/shows/pani-poni-dash/","pani-poni-dash",2005,2005,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG""]",37716,"[""Uncut""]","[""episode""]",1,"PPD","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Panty & Stocking with Garterbelt","","","true","true","-","-","-",,true,true,,true,,,,true,,"[""Action/Adventure"",""Comedy"",""Fan Service""]","[""Kadokawa Pictures""]","/shows/panty-stocking-with-garterbelt/","panty-stocking-with-garterbelt",2010,2010,"{""quality"":""HD"",""height"":1080}","TVMA","[""CBSC|18"",""RTE|18"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP15""]",87525,"[""Uncut""]","[""episode""]",1,"PAS","-","Sí","Sí","-","-","-","-","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Paranoia Agent","Paranoia Agent","Paranoia Agent","true","true","-","-","-",false,true,true,false,true,,,,true,,"[""Psychological"",""Drama"",""Horror""]","[""TFC""]","/shows/paranoia-agent/","paranoia-agent",2004,2004,"{""quality"":""HD"",""height"":1080}","TVMA","[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",1031204,"[""Uncut""]","[""episode""]",1,"PAG","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Parasyte","Parasyte","Parasyte","true","true","-","-","-",false,,,false,,false,false,false,true,,"[""Action/Adventure"",""Drama"",""Horror"",""Sci Fi"",""Live-Action""]","[""Toho""]","/shows/parasyte/","parasyte",2014,2014,"{""quality"":""HD"",""height"":1080}",,"[""RTC|C"",""CRRBR|A16"",""OFLC|MA15+"",""FVLB|RP15""]",550632,"[""Uncut""]","[""movie""]",1,"PAR","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","Sí","-","-","-","-","-","Sí","-","-","-","Show"
"Peacemaker","","","true","true","-","-","-",,false,,,false,,,,,,"[""Action/Adventure"",""Comedy"",""Drama""]","[""Indigo K.K.""]","/shows/peacemaker/","peacemaker",2003,2003,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG""]",36364,"[""Uncut""]","[""episode""]",1,"PEC","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Peach Girl","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Comedy"",""Drama"",""Romance""]","[""Kodansha""]","/shows/peach-girl/","peach-girl",2005,2005,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",78056,"[""Uncut""]","[""episode""]",1,"PEA","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Persona4 The Golden ANIMATION","Persona4 The Golden ANIMATION","Persona4 The Golden ANIMATION","-","true","-","-","-",false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Psychological"",""Fantasy"",""Comedy""]","[""Aniplex""]","/shows/persona4-the-golden-animation/","persona4-the-golden-animation",2014,2014,"{""quality"":""HD"",""height"":1080}","TV14","[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1148730,"[""Uncut""]","[""episode""]",1,"PA4","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","Show"
"Phantasy Star Online 2: Episode Oracle","Phantasy Star Online 2: Episode Oracle","Phantasy Star Online 2: Episode Oracle","true","true","-","-","-",false,false,false,false,false,,,,false,true,"[]","[""Gonzo""]","/shows/phantasy-star-online-2-episode-oracle/","phantasy-star-online-2-episode-oracle",2019,2019,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",961481,"[""Uncut"",""Simulcast""]","[""episode""]",1,"PHO","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","-","-","Sí","Sí","Sí","Sí","-","-","Sí","-","-","-","Show"
"Phantom: Requiem for the Phantom","","","true","true","-","-","-",,false,,,false,,,,true,,"[""Action/Adventure"",""Drama""]","[""Media Factory""]","/shows/phantom-requiem-for-the-phantom/","phantom-requiem-for-the-phantom",2009,2009,"{""quality"":""HD"",""height"":1080}","TVPG","[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|MA15+"",""FVLB|RP15""]",48968,"[""Uncut""]","[""episode""]",1,"PHT","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
"Ping Pong the Animation","","","true","true","-","-","-",,false,,,false,,,,false,false,"[""Action/Adventure"",""Psychological""]","[""Fuji Creative""]","/shows/ping-pong-the-animation/","ping-pong-the-animation",2014,2014,"{""quality"":""HD"",""height"":1080}","TV14","[""CBSC|14"",""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",63461,"[""Simulcast"",""Uncut""]","[""episode""]",1,"PIN","Sí","Sí","Sí","-","-","-","Sí","Sí","Sí","-","-","-","-","-","-","-","-","-","-","-","-","Show"
