title,titleExt.es,titleExt.pt,languages.English,languages.Japanese,languages.Portuguese (Brazil),languages.Spanish (Latin Am),"languages.Chinese (Mandarin, PRC)",synopsis.long,synopsis.short,synopsis.medium,synopsisExt.en.long,synopsisExt.en.medium,synopsisExt.en.short,synopsisExt.es.long,synopsisExt.es.medium,synopsisExt.es.short,synopsisExt.pt.long,synopsisExt.pt.medium,synopsisExt.pt.short,synopsisExt.ru.long,synopsisExt.ru.medium,synopsisExt.ru.short,synopsisExt.fr.long,synopsisExt.fr.medium,synopsisExt.fr.short,synopsisExt.de.long,synopsisExt.de.medium,synopsisExt.de.short,maturity.bra,maturity.ca,maturity.irl,maturity.mex,maturity.usa,maturity.chl,maturity.per,maturity.col,maturity.aus,maturity.nzl,genres,studios,showUrl,showSlug,productionYear,releaseYear,quality,ratingUsTvMpaa,ratingPairs,venueId,versions,videoTypes,relevancy,id,type
Ghastly Prince Enma Burning Up,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,false,,true,,,,true,,"[""Comedy"",""Horror""]","[""NIS America Inc""]",/shows/ghastly-prince-enma-burning-up/,ghastly-prince-enma-burning-up,2011,2011,"{""quality"":""HD"",""height"":1080}",TVMA,"[""NCS|MA15+"",""OFLC|R15"",""TV-US|TV-MA"",""CBSC|18"",""zw-movies|15"",""RTE|PS""]",1407268,"[""Uncut""]","[""episode""]",1,GHP,Show
Ghost Hunt,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Psychological"",""Horror""]","[""Kodansha""]",/shows/ghost-hunt/,ghost-hunt,2007,2007,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",30838,"[""Uncut""]","[""episode""]",1,GHH,Show
Ghost in the Shell 2: Innocence,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Drama"",""Sci Fi""]","[""Production IG""]",/shows/ghost-in-the-shell-2-innocence/,ghost-in-the-shell-2-innocence,2004,2004,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",367391,"[""Uncut""]","[""movie""]",1,GS2,Show
Ghost in the Shell: Arise,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,true,"[""Action/Adventure"",""Sci Fi""]","[""Kodansha""]",/shows/ghost-in-the-shell-arise/,ghost-in-the-shell-arise,2013,2013,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP16""]",19605,"[""Uncut"",null,""Simulcast""]","[""ova"",""episode"",""movie""]",1,GSA,Show
Gintama,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Action/Adventure"",""Comedy"",""Sci Fi""]","[""TV Tokyo""]",/shows/gintama/,gintama,2006,2006,"{""quality"":""HD"",""height"":1080}",,[],373384,"[""Uncut"",""Simulcast""]","[""episode""]",1,GIN,Show
Girls Bravo,Girls Bravo,Girls Bravo,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Fan Service"",""Romance""]","[""Kadokawa Pictures""]",/shows/girls-bravo/,girls-bravo,2004,2004,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",31153,"[""Uncut""]","[""episode""]",1,GRL,Show
Girls' Frontline,Girls' Frontline,Girls' Frontline,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Drama"",""Sci Fi""]","[""WB Japan""]",/shows/girls-frontline/,girls-frontline,2022,2022,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4034018,"[""Simulcast""]","[""episode""]",1,GFR,Show
Glass Fleet,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Sci Fi"",""Action/Adventure""]","[""GDH GONZO DIGIMATION""]",/shows/glass-fleet/,glass-fleet,2006,2006,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""RTE|GA"",""TV-US|TV-PG"",""zw-movies|PG"",""OFLC|PG"",""FVLB|PG""]",30857,"[""Uncut""]","[""episode""]",1,GLA,Show
Gleipnir,Gleipnir,Gleipnir,true,true,true,true,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,[],"[""BiliBili""]",/shows/gleipnir/,gleipnir,2020,2020,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",1071666,"[""Simulcast"",""Uncut""]","[""episode""]",1,GLP,Show
God Eater,God Eater,God Eater,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi"",""Fantasy""]","[""Aniplex""]",/shows/god-eater/,god-eater,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1161229,"[""Uncut""]","[""episode""]",1,GOD,Show
Goemon,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,,,"[""Live-Action"",""Action/Adventure""]","[""Wild Bunch""]",/shows/goemon/,goemon,2009,2009,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG""]",37868,"[""Uncut""]","[""movie""]",1,GOE,Show
Golden Kamuy,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Action/Adventure""]","[""NBC Universal""]",/shows/golden-kamuy/,golden-kamuy,2020,2020,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""DJCTQ|16""]",559417,"[""Simulcast"",""Uncut""]","[""episode""]",1,GKM,Show
Good Luck Girl,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,,,false,,,,false,false,"[""Action/Adventure"",""Comedy""]","[""Sunrise Inc.""]",/shows/good-luck-girl/,good-luck-girl,2012,2012,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CBSC|PG"",""TV-US|TV-PG"",""OFLC|M"",""FVLB|M""]",30845,"[""Uncut"",""Simulcast""]","[""episode""]",1,BIN,Show
Good Luck! Ninomiya-kun,Good Luck! Ninomiya-kun,Good Luck! Ninomiya-kun,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,true,false,false,true,false,false,false,,,"[""Comedy"",""Fan Service""]","[""Kadokawa Pictures""]",/shows/good-luck-ninomiya-kun/,good-luck-ninomiya-kun,2007,2007,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|PS"",""TV-US|TV-MA"",""zw-movies|18"",""RTC|C"",""CRRBR|A16""]",231526,"[""Uncut""]","[""episode""]",1,GLN,Show
Gosick,Gosick,Gosick,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,false,false,false,,,"[""Drama"",""Romance""]","[""Kadokawa Pictures""]",/shows/gosick/,gosick,2011,2011,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""CRRBR|A16"",""RTC|C""]",293292,"[""Uncut""]","[""episode""]",1,GOS,Show
Granblue Fantasy: The Animation,Granblue Fantasy: The Animation,Granblue Fantasy: The Animation,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,false,false,,false,,,,,,"[""Fantasy"",""Action/Adventure""]","[""Aniplex""]",/shows/granblue-fantasy-the-animation/,granblue-fantasy-the-animation,2019,2019,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",960165,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,GFA,Show
Gravion,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,[],"[""Gonzo""]",/shows/gravion/,gravion,2002,2002,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",3975492,"[""Uncut""]","[""episode""]",1,GVN,Show
Gravitation,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,false,false,"[""Romance"",""Comedy""]","[""Right Stuf, Inc""]",/shows/gravitation/,gravitation,2000,2000,"{""quality"":""HD"",""height"":1080}",TVPG,"[""TV-US|TV-PG"",""OFLC|PG"",""FVLB|PG""]",952300,"[""Uncut""]","[""episode""]",1,GRV,Show
Gravitation: Lyrics of Love,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,false,,,,false,false,"[""Romance"",""Comedy""]","[""Right Stuf, Inc""]",/shows/gravitation-lyrics-of-love/,gravitation-lyrics-of-love,1999,1999,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""OFLC|M"",""FVLB|M""]",990584,"[""Uncut""]","[""ova""]",1,GLL,Show
"Grimgar, Ashes and Illusions",Grimgar,Grimgar,true,true,-,-,-,-,Sí,Sí,-,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,Sí,Sí,Sí,-,-,-,false,false,false,false,false,,,,,,"[""Action/Adventure"",""Fantasy""]","[""Anime Ltd""]",/shows/grimgar-ashes-and-illusions/,grimgar-ashes-and-illusions,2016,2016,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",93910,"[""Simulcast"",""Uncut""]","[""episode""]",1,GRI,Show
Ground Control to Psychoelectric Girl,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Comedy"",""Drama""]","[""NIS America""]",/shows/ground-control-to-psychoelectric-girl/,ground-control-to-psychoelectric-girl,2011,2011,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1099558,"[""Uncut""]","[""episode""]",1,GPG,Show
Guilty Crown,Guilty Crown,Guilty Crown,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,Sí,Sí,Sí,-,-,-,-,-,-,false,false,false,false,false,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""Aniplex Inc""]",/shows/guilty-crown/,guilty-crown,2011,2011,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",90156,"[""Uncut"",""Simulcast""]","[""episode""]",1,GTC,Show
Gun X Sword,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""d-rights, Inc.""]",/shows/gun-x-sword/,gun-x-sword,2005,2005,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",96213,"[""Uncut""]","[""episode""]",1,GUN,Show
Gundam Build Divers,Gundam Build Divers,Gundam Build Divers,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,,,"[""Action/Adventure"",""Sci Fi""]","[""Sunrise""]",/shows/gundam-build-divers/,gundam-build-divers,2018,2018,"{""quality"":""HD"",""height"":1080}",TVPG,"[""CRRBR|A12"",""CBSC|PG"",""RTE|Ch"",""RTC|B"",""TV-US|TV-PG"",""zw-movies|PG""]",833533,"[""Simulcast""]","[""episode""]",1,GBD,Show
Gungrave,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""FlyingDog Inc.""]",/shows/gungrave/,gungrave,2003,2003,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",39361,"[""Uncut""]","[""episode""]",1,GRA,Show
Gunslinger Girl,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Sci Fi"",""Action/Adventure""]","[""Marvelous Entertainment""]",/shows/gunslinger-girl/,gunslinger-girl,2003,2003,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",31187,"[""Uncut""]","[""episode""]",1,GG1,Show
Gunslinger Girl - Il Teatrino,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,true,"[""Sci Fi"",""Action/Adventure""]","[""Marvelous Entertainment""]",/shows/gunslinger-girl-il-teatrino/,gunslinger-girl-il-teatrino,2008,2008,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP16""]",31163,"[""Uncut""]","[""episode"",""ova""]",1,GG2,Show
Gunslinger Stratos,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false,false,false,true,false,"[""Action/Adventure""]","[""Aniplex""]",/shows/gunslinger-stratos/,gunslinger-stratos,2015,2015,"{""quality"":""HD"",""height"":1080}",TV14,"[""CRRBR|A14"",""CBSC|14"",""RTE|PS"",""RTC|B15"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|MA15+"",""FVLB|M""]",1103320,"[""Uncut""]","[""episode""]",1,GSS,Show
Gurren Lagann,Gurren Lagann,Gurren Lagann,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Action/Adventure"",""Sci Fi"",""Comedy""]","[""Aniplex""]",/shows/gurren-lagann/,gurren-lagann,2008,2008,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",1044484,"[""Uncut""]","[""episode""]",1,GUL,Show
Guyver: The Bioboosted Armor,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,true,"[""Action/Adventure"",""Sci Fi""]","[""Kadokawa Pictures""]",/shows/guyver-the-bioboosted-armor/,guyver-the-bioboosted-armor,2005,2005,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP16""]",84041,"[""Uncut""]","[""episode""]",1,GUY,Show
HAKYU HOSHIN ENGI,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Action/Adventure"",""Fantasy"",""Shounen""]","[""NBC Universal""]",/shows/hakyu-hoshin-engi/,hakyu-hoshin-engi,2018,2018,"{""quality"":""HD"",""height"":1080}",,[],542458,"[""Uncut"",""Simulcast""]","[""episode"",""ova""]",1,HHE,Show
HANEBADO!,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Slice of Life""]","[""Toho Co Ltd""]",/shows/hanebado/,hanebado,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",571043,"[""Simulcast"",""Uncut""]","[""episode""]",1,HBD,Show
HINAMATSURI,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Comedy"",""Sci Fi"",""Slice of Life""]","[""Kadokawa""]",/shows/hinamatsuri/,hinamatsuri,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",559484,"[""Uncut"",""Simulcast""]","[""episode""]",1,HNM,Show
HYPNOSISMIC -Division Rap Battle- Rhyme Anima,HYPNOSISMIC -Division Rap Battle- Rhyme Anima,HYPNOSISMIC -Division Rap Battle- Rhyme Anima,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,Sí,Sí,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,true,true,,true,,,,,,"[""Action/Adventure"",""Comedy"",""Drama""]","[""Aniplex""]",/shows/hypnosismic-division-rap-battle-rhyme-anima/,hypnosismic-division-rap-battle-rhyme-anima,2020,2020,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18""]",1174544,"[""Uncut"",""Simulcast""]","[""episode""]",1,HYM,Show
Haganai,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,false,false,"[""Comedy"",""Fan Service""]","[""Media Factory""]",/shows/haganai/,haganai,2011,2011,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|M"",""FVLB|M""]",38425,"[""Uncut"",""Simulcast""]","[""episode""]",1,HAA,Show
Hakata Tonkotsu Ramens,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,true,true,,true,,,,true,true,"[""Action/Adventure""]","[""Warner Bros.""]",/shows/hakata-tonkotsu-ramens/,hakata-tonkotsu-ramens,2018,2018,"{""quality"":""HD"",""height"":1080}",TVMA,"[""CBSC|18"",""RTE|MA"",""TV-US|TV-MA"",""zw-movies|18"",""OFLC|MA15+"",""FVLB|RP16""]",541380,"[""Simulcast"",""Uncut""]","[""episode""]",1,HTR,Show
Hal,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Drama"",""Romance""]","[""Shochiku""]",/shows/hal/,hal,2013,2013,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|15"",""OFLC|PG"",""FVLB|PG""]",37303,"[""Uncut""]","[""movie""]",1,HAL,Show
Hanasaku Iroha ~ Blossoms for Tomorrow ~,,,-,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,,,"[""Drama"",""Slice of Life""]","[""NIS America""]",/shows/hanasaku-iroha-blossoms-for-tomorrow/,hanasaku-iroha-blossoms-for-tomorrow,2011,2011,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1099557,"[""Uncut""]","[""episode"",""movie""]",1,HIS,Show
Hand Shakers,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,"[""Action/Adventure"",""Sci Fi""]","[""Kadokawa Pictures""]",/shows/hand-shakers/,hand-shakers,2017,2017,"{""quality"":""HD"",""height"":1080}",,[],268259,"[""Simulcast"",""Uncut""]","[""episode""]",1,HAS,Show
Handa-kun,Handa-kun,Handa-kun,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,,,false,,false,false,false,false,false,[],"[""Tokyo Broadcasting""]",/shows/handa-kun/,handa-kun,2016,2016,"{""quality"":""HD"",""height"":1080}",,"[""RTC|B15"",""CRRBR|A14"",""OFLC|PG"",""FVLB|PG""]",139079,"[""Simulcast"",""Uncut""]","[""episode""]",1,HDK,Show
Handyman Fellow Jellyfish,,,-,true,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,,,,false,true,"[""Live-Action"",""Drama""]","[""King Records""]",/shows/handyman-fellow-jellyfish/,handyman-fellow-jellyfish,2022,2022,"{""quality"":""HD"",""height"":1080}",TV14,"[""TV-US|TV-14"",""CBSC|14"",""zw-movies|12"",""RTE|PS"",""OFLC|M"",""FVLB|R15"",""RTC|B15"",""CRRBR|A14""]",4033858,"[""Simulcast""]","[""episode""]",1,HJF,Show
Harmony,Harmony,Harmony,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Psychological"",""Sci Fi"",""Action/Adventure""]","[""Fuji Creative""]",/shows/harmony/,harmony,2015,2015,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",243901,"[""Uncut""]","[""movie""]",1,PIH,Show
Haruchika - Haruta & Chika,Haruchika - Haruta & Chika,Haruchika - Haruta & Chika,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,Sí,-,-,Sí,-,-,-,-,-,-,-,-,-,false,,,false,,false,false,false,false,false,"[""Drama"",""Slice of Life""]","[""Kadokawa Pictures""]",/shows/haruchika-haruta-chika/,haruchika-haruta-chika,2016,2016,"{""quality"":""HD"",""height"":1080}",,"[""RTC|B15"",""CRRBR|A14"",""OFLC|PG"",""FVLB|PG""]",91506,"[""Uncut"",""Simulcast""]","[""episode""]",1,HRC,Show
Harukana Receive,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,true,true,"[""Slice of Life"",""Fan Service""]","[""Kadokawa Pictures""]",/shows/harukana-receive/,harukana-receive,2018,2018,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|MA15+"",""FVLB|R15""]",570854,"[""Simulcast"",""Uncut""]","[""episode""]",1,HKR,Show
Hatena Illusion,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,false,false,false,false,false,,,,false,true,"[""Comedy"",""Fantasy"",""Romance"",""Slice of Life""]","[""BiliBili""]",/shows/hatena-illusion/,hatena-illusion,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""DJCTQ|14"",""FVLB|R15"",""OFLC|M"",""RTC|B15"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12""]",1020563,"[""Simulcast"",""Uncut""]","[""episode""]",1,HIL,Show
Heat Guy J,,,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Action/Adventure"",""Sci Fi""]","[""Crei""]",/shows/heat-guy-j/,heat-guy-j,2002,2002,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",76812,"[""Uncut""]","[""episode""]",1,HEJ,Show
Heaven Official's Blessing,,,true,-,-,-,true,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,false,false,,false,,,,false,false,"[""Fantasy"",""Action/Adventure""]","[""bilibili""]",/shows/heaven-officials-blessing/,heaven-officials-blessing,2020,2020,"{""quality"":""HD"",""height"":1080}",TV14,"[""CBSC|14"",""RTE|PS"",""TV-US|TV-14"",""zw-movies|12"",""OFLC|M"",""FVLB|M""]",1192611,"[""Simulcast""]","[""episode""]",1,HOB,Show
Heaven's Lost Property,Heaven's Lost Property,Heaven's Lost Property,true,true,-,-,-,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,-,-,-,-,-,-,-,-,-,false,true,true,false,true,,,,true,,"[""Comedy"",""Fantasy""]","[""Kadokawa Pictures""]",/shows/heavens-lost-property/,heavens-lost-property,2009,2009,"{""quality"":""HD"",""height"":1080}",TVMA,"[""TV-US|TV-MA"",""CBSC|18"",""zw-movies|18"",""RTE|MA"",""OFLC|R18+"",""FVLB|R18"",""RTC|C"",""CRRBR|A16""]",48164,"[""Uncut"",""Simulcast""]","[""episode"",""ova"",""movie""]",1,HVN,Show
